◎Turn 20
 1 :         미티어 더스트 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <12.50, 0.50> / Stamina : 99.61% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 6 :         블랙 팁 마블 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 22.10 / currPosition : <373.01, 0.45> / Stamina : 87.26% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.85 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 22.09 / currPosition : <372.83, 0.50> / Stamina : 82.36% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 21.93 / currPosition : <372.43, 0.50> / Stamina : 86.67% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         트윈 페르소나 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 21.98 / currPosition : <371.95, 0.45> / Stamina : 84.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :           온 세마치 - targetSpeed(m/s) : 22.18 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 22.13 / currPosition : <371.76, 0.45> / Stamina : 79.57% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.93 / defaultTarget(m/s) : 20.35 / spurtTarget(m/s) : 20.68 / currPosition : <361.70, 2.00> / Stamina : 78.90% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.33 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 20.63 / currPosition : <360.92, 0.50> / Stamina : 86.17% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 400
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.25 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.89 / currPosition : <411.93, 4.25> / Stamina : 85.38% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.36 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.90 / currPosition : <407.54, 3.45> / Stamina : 85.74% / Phase : Middle / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.84 / defaultTarget(m/s) : 19.85 / spurtTarget(m/s) : 21.54 / currPosition : <395.67, 0.50> / Stamina : 74.02% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.06 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 22.08 / currPosition : <395.43, 0.50> / Stamina : 83.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.65 / defaultTarget(m/s) : 19.86 / spurtTarget(m/s) : 21.50 / currPosition : <395.31, 0.50> / Stamina : 77.65% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 6 :         블랙 팁 마블 - targetSpeed(m/s) : 22.22 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 22.10 / currPosition : <393.98, 0.45> / Stamina : 86.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.81 / defaultTarget(m/s) : 20.98 / spurtTarget(m/s) : 22.09 / currPosition : <393.16, 0.50> / Stamina : 81.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 22.06 / defaultTarget(m/s) : 21.01 / spurtTarget(m/s) : 21.93 / currPosition : <393.14, 0.50> / Stamina : 86.06% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :           온 세마치 - targetSpeed(m/s) : 22.16 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 22.13 / currPosition : <392.38, 0.45> / Stamina : 78.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 21.98 / currPosition : <392.19, 0.45> / Stamina : 83.79% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 20.84 / defaultTarget(m/s) : 20.30 / spurtTarget(m/s) : 20.68 / currPosition : <381.62, 1.00> / Stamina : 77.96% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 20.33 / spurtTarget(m/s) : 20.63 / currPosition : <380.87, 0.50> / Stamina : 85.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 420
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.31 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.89 / currPosition : <433.90, 3.25> / Stamina : 83.91% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.89 / spurtTarget(m/s) : 21.90 / currPosition : <429.66, 2.45> / Stamina : 84.72% / Phase : Middle / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.99 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 22.08 / currPosition : <418.58, 0.50> / Stamina : 82.30% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :          래피드 스텝 - targetSpeed(m/s) : 20.62 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.54 / currPosition : <417.78, 0.50> / Stamina : 72.68% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.50 / currPosition : <417.57, 0.50> / Stamina : 77.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         블랙 팁 마블 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.10 / spurtTarget(m/s) : 22.10 / currPosition : <416.80, 0.45> / Stamina : 85.91% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 22.05 / defaultTarget(m/s) : 21.00 / spurtTarget(m/s) : 21.93 / currPosition : <415.54, 0.50> / Stamina : 85.42% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         데네브 네오스 - targetSpeed(m/s) : 21.81 / defaultTarget(m/s) : 20.97 / spurtTarget(m/s) : 22.09 / currPosition : <415.18, 0.50> / Stamina : 81.16% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :           온 세마치 - targetSpeed(m/s) : 22.22 / defaultTarget(m/s) : 21.16 / spurtTarget(m/s) : 22.13 / currPosition : <414.59, 0.45> / Stamina : 78.31% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.18 / defaultTarget(m/s) : 21.12 / spurtTarget(m/s) : 21.98 / currPosition : <413.99, 0.45> / Stamina : 83.18% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.09 / defaultTarget(m/s) : 20.28 / spurtTarget(m/s) : 20.68 / currPosition : <401.74, 0.50> / Stamina : 77.19% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.28 / defaultTarget(m/s) : 20.27 / spurtTarget(m/s) : 20.63 / currPosition : <400.91, 0.50> / Stamina : 85.03% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 440
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.31 / defaultTarget(m/s) : 19.93 / spurtTarget(m/s) : 21.89 / currPosition : <455.98, 2.25> / Stamina : 82.30% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.94 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.90 / currPosition : <451.89, 1.45> / Stamina : 83.71% / Phase : Middle / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.99 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 22.08 / currPosition : <442.59, 0.50> / Stamina : 81.57% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.14 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 22.10 / currPosition : <440.59, 0.45> / Stamina : 85.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 20.61 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.54 / currPosition : <440.53, 0.50> / Stamina : 72.05% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 6 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.60 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.50 / currPosition : <440.47, 0.50> / Stamina : 76.37% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.93 / currPosition : <438.97, 0.50> / Stamina : 84.76% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         데네브 네오스 - targetSpeed(m/s) : 21.89 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 22.09 / currPosition : <438.26, 0.50> / Stamina : 80.52% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :           온 세마치 - targetSpeed(m/s) : 22.22 / defaultTarget(m/s) : 21.17 / spurtTarget(m/s) : 22.13 / currPosition : <437.97, 0.45> / Stamina : 77.64% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.98 / currPosition : <436.93, 0.45> / Stamina : 82.55% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 20.33 / spurtTarget(m/s) : 20.68 / currPosition : <424.01, 0.50> / Stamina : 76.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.35 / defaultTarget(m/s) : 20.33 / spurtTarget(m/s) : 20.63 / currPosition : <423.19, 0.50> / Stamina : 84.44% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 460
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.13 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.89 / currPosition : <478.22, 1.25> / Stamina : 80.70% / Phase : Middle / PositionKeep : non / ForceInMove : InsideMove / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.87 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.90 / currPosition : <474.30, 0.50> / Stamina : 82.72% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.01 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 22.08 / currPosition : <466.85, 0.50> / Stamina : 80.81% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.15 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 22.10 / currPosition : <464.67, 0.45> / Stamina : 84.46% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.57 / defaultTarget(m/s) : 19.78 / spurtTarget(m/s) : 21.50 / currPosition : <463.32, 0.50> / Stamina : 75.73% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 6 :          래피드 스텝 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.54 / currPosition : <463.31, 0.50> / Stamina : 71.42% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.93 / currPosition : <462.66, 0.50> / Stamina : 84.07% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :           온 세마치 - targetSpeed(m/s) : 22.17 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 22.13 / currPosition : <461.63, 0.45> / Stamina : 76.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         데네브 네오스 - targetSpeed(m/s) : 21.77 / defaultTarget(m/s) : 20.93 / spurtTarget(m/s) : 22.09 / currPosition : <461.62, 0.50> / Stamina : 79.86% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.98 / currPosition : <460.13, 0.45> / Stamina : 81.90% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 20.30 / spurtTarget(m/s) : 20.68 / currPosition : <446.39, 0.50> / Stamina : 76.01% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.36 / defaultTarget(m/s) : 20.34 / spurtTarget(m/s) : 20.63 / currPosition : <445.57, 0.50> / Stamina : 83.85% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 480
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.79 / defaultTarget(m/s) : 19.99 / spurtTarget(m/s) : 21.89 / currPosition : <500.71, 0.50> / Stamina : 79.07% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.99 / defaultTarget(m/s) : 19.99 / spurtTarget(m/s) : 21.90 / currPosition : <496.88, 0.50> / Stamina : 82.11% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.01 / defaultTarget(m/s) : 20.97 / spurtTarget(m/s) : 22.08 / currPosition : <491.24, 0.50> / Stamina : 80.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.14 / defaultTarget(m/s) : 21.09 / spurtTarget(m/s) : 22.10 / currPosition : <489.02, 0.45> / Stamina : 83.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.08 / defaultTarget(m/s) : 21.03 / spurtTarget(m/s) : 21.93 / currPosition : <486.60, 0.50> / Stamina : 83.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.61 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 21.50 / currPosition : <486.11, 0.50> / Stamina : 75.10% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 7 :          래피드 스텝 - targetSpeed(m/s) : 20.80 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 21.54 / currPosition : <486.11, 0.50> / Stamina : 70.78% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :           온 세마치 - targetSpeed(m/s) : 22.14 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 22.13 / currPosition : <485.57, 0.45> / Stamina : 76.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         데네브 네오스 - targetSpeed(m/s) : 21.80 / defaultTarget(m/s) : 20.97 / spurtTarget(m/s) : 22.09 / currPosition : <485.27, 0.50> / Stamina : 79.17% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 21.98 / currPosition : <483.59, 0.45> / Stamina : 81.22% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.16 / defaultTarget(m/s) : 20.35 / spurtTarget(m/s) : 20.68 / currPosition : <468.86, 0.50> / Stamina : 75.41% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.26 / defaultTarget(m/s) : 20.25 / spurtTarget(m/s) : 20.63 / currPosition : <468.05, 0.50> / Stamina : 83.25% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 500
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.89 / currPosition : <523.37, 0.50> / Stamina : 77.42% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.90 / currPosition : <519.55, 0.50> / Stamina : 80.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.98 / defaultTarget(m/s) : 20.94 / spurtTarget(m/s) : 22.08 / currPosition : <515.59, 0.50> / Stamina : 79.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.10 / currPosition : <513.53, 0.45> / Stamina : 82.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.05 / defaultTarget(m/s) : 21.00 / spurtTarget(m/s) : 21.93 / currPosition : <510.80, 0.50> / Stamina : 82.63% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 22.13 / currPosition : <509.79, 0.45> / Stamina : 75.48% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.86 / defaultTarget(m/s) : 21.02 / spurtTarget(m/s) : 22.09 / currPosition : <509.21, 0.50> / Stamina : 78.45% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.61 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 21.50 / currPosition : <508.90, 0.50> / Stamina : 74.47% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.85 / defaultTarget(m/s) : 19.86 / spurtTarget(m/s) : 21.54 / currPosition : <508.88, 0.50> / Stamina : 70.15% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 21.98 / currPosition : <507.32, 0.45> / Stamina : 80.51% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.08 / defaultTarget(m/s) : 20.26 / spurtTarget(m/s) : 20.68 / currPosition : <491.43, 0.50> / Stamina : 74.80% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.25 / defaultTarget(m/s) : 20.23 / spurtTarget(m/s) : 20.63 / currPosition : <490.63, 0.50> / Stamina : 82.64% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 520
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.89 / currPosition : <546.13, 0.50> / Stamina : 75.74% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.95 / spurtTarget(m/s) : 21.90 / currPosition : <542.33, 0.50> / Stamina : 78.93% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 22.08 / currPosition : <539.98, 0.50> / Stamina : 78.50% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.13 / defaultTarget(m/s) : 21.08 / spurtTarget(m/s) : 22.10 / currPosition : <538.03, 0.45> / Stamina : 82.14% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.09 / defaultTarget(m/s) : 21.04 / spurtTarget(m/s) : 21.93 / currPosition : <535.22, 0.50> / Stamina : 81.88% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.16 / defaultTarget(m/s) : 21.11 / spurtTarget(m/s) : 22.13 / currPosition : <534.26, 0.45> / Stamina : 74.71% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.84 / defaultTarget(m/s) : 21.00 / spurtTarget(m/s) : 22.09 / currPosition : <533.31, 0.50> / Stamina : 77.72% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          래피드 스텝 - targetSpeed(m/s) : 20.58 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 21.54 / currPosition : <531.67, 0.50> / Stamina : 69.52% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.79 / defaultTarget(m/s) : 19.80 / spurtTarget(m/s) : 21.50 / currPosition : <531.66, 0.50> / Stamina : 73.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 22.20 / defaultTarget(m/s) : 21.14 / spurtTarget(m/s) : 21.98 / currPosition : <531.31, 0.45> / Stamina : 79.78% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.06 / defaultTarget(m/s) : 20.25 / spurtTarget(m/s) : 20.68 / currPosition : <514.10, 0.50> / Stamina : 74.18% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.09 / defaultTarget(m/s) : 20.28 / spurtTarget(m/s) : 20.63 / currPosition : <513.31, 0.50> / Stamina : 81.45% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 540
 1 :         리코리스 블랙 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.89 / currPosition : <568.99, 0.50> / Stamina : 74.84% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 20.74 / defaultTarget(m/s) : 19.94 / spurtTarget(m/s) : 21.90 / currPosition : <565.20, 0.50> / Stamina : 77.23% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 3 :         굿나잇 스이밍 - targetSpeed(m/s) : 22.01 / defaultTarget(m/s) : 20.96 / spurtTarget(m/s) : 22.08 / currPosition : <564.34, 0.50> / Stamina : 77.73% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :         블랙 팁 마블 - targetSpeed(m/s) : 22.11 / defaultTarget(m/s) : 21.06 / spurtTarget(m/s) : 22.10 / currPosition : <562.51, 0.45> / Stamina : 81.36% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         미티어 더스트 - targetSpeed(m/s) : 22.10 / defaultTarget(m/s) : 21.05 / spurtTarget(m/s) : 21.93 / currPosition : <559.65, 0.50> / Stamina : 81.12% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :           온 세마치 - targetSpeed(m/s) : 22.20 / defaultTarget(m/s) : 21.14 / spurtTarget(m/s) : 22.13 / currPosition : <558.76, 0.45> / Stamina : 73.94% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 21.78 / defaultTarget(m/s) : 20.95 / spurtTarget(m/s) : 22.09 / currPosition : <557.42, 0.50> / Stamina : 76.98% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 22.12 / defaultTarget(m/s) : 21.07 / spurtTarget(m/s) : 21.98 / currPosition : <555.57, 0.45> / Stamina : 79.03% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 20.67 / defaultTarget(m/s) : 19.88 / spurtTarget(m/s) : 21.54 / currPosition : <554.44, 0.50> / Stamina : 68.89% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.79 / defaultTarget(m/s) : 19.80 / spurtTarget(m/s) : 21.50 / currPosition : <554.44, 0.50> / Stamina : 73.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 21.28 / defaultTarget(m/s) : 20.26 / spurtTarget(m/s) : 20.68 / currPosition : <536.87, 0.50> / Stamina : 73.55% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 20.63 / currPosition : <536.09, 0.50> / Stamina : 79.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 560
