◎Turn 20
 1 :         데네브 네오스 - targetSpeed(m/s) : 18.25 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.06 / currPosition : <12.29, 1.80> / Stamina : 99.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.06 / currPosition : <918.82, 0.45> / Stamina : 78.58% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.36 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <918.50, 0.50> / Stamina : 77.54% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          래피드 스텝 - targetSpeed(m/s) : 19.50 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <918.50, 0.50> / Stamina : 77.68% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         미티어 더스트 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 19.97 / currPosition : <917.31, 0.45> / Stamina : 80.62% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 19.82 / defaultTarget(m/s) : 19.06 / spurtTarget(m/s) : 19.29 / currPosition : <915.97, 0.50> / Stamina : 80.28% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 980
 1 :           페니 레인 - targetSpeed(m/s) : 19.93 / defaultTarget(m/s) : 19.17 / spurtTarget(m/s) : 21.62 / currPosition : <996.96, 0.50> / Stamina : 78.21% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.53 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.50 / currPosition : <965.45, 0.50> / Stamina : 78.47% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.59 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.43 / currPosition : <963.58, 0.50> / Stamina : 78.25% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.32 / currPosition : <942.87, 0.45> / Stamina : 75.96% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 20.13 / currPosition : <939.48, 0.50> / Stamina : 78.15% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.06 / currPosition : <939.26, 0.45> / Stamina : 78.11% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.34 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <937.81, 0.50> / Stamina : 77.14% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 8 :          래피드 스텝 - targetSpeed(m/s) : 19.45 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <937.81, 0.50> / Stamina : 77.29% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         미티어 더스트 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 19.97 / currPosition : <937.71, 0.45> / Stamina : 80.16% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 19.29 / currPosition : <935.67, 0.50> / Stamina : 79.86% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 1000
 1 :           페니 레인 - targetSpeed(m/s) : 19.97 / defaultTarget(m/s) : 19.20 / spurtTarget(m/s) : 21.62 / currPosition : <1016.89, 0.50> / Stamina : 77.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.53 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.50 / currPosition : <984.99, 0.50> / Stamina : 78.06% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.64 / spurtTarget(m/s) : 20.43 / currPosition : <983.11, 0.50> / Stamina : 77.84% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.32 / currPosition : <963.32, 0.45> / Stamina : 75.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 20.13 / currPosition : <959.92, 0.50> / Stamina : 77.68% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 20.06 / currPosition : <959.70, 0.45> / Stamina : 77.65% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 19.97 / currPosition : <958.12, 0.45> / Stamina : 79.70% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :          래피드 스텝 - targetSpeed(m/s) : 19.32 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <957.10, 0.50> / Stamina : 76.89% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.05 / currPosition : <957.09, 0.50> / Stamina : 76.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.01 / spurtTarget(m/s) : 19.29 / currPosition : <955.43, 0.50> / Stamina : 79.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1020
 1 :           페니 레인 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.22 / spurtTarget(m/s) : 21.62 / currPosition : <1036.80, 0.50> / Stamina : 77.34% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.57 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.50 / currPosition : <1004.53, 0.50> / Stamina : 77.65% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.59 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.43 / currPosition : <1002.65, 0.50> / Stamina : 77.43% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.32 / currPosition : <983.77, 0.45> / Stamina : 75.02% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 20.13 / currPosition : <980.37, 0.50> / Stamina : 77.21% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.06 / currPosition : <980.14, 0.45> / Stamina : 77.18% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 19.97 / currPosition : <978.54, 0.45> / Stamina : 79.24% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.29 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 20.05 / currPosition : <976.38, 0.50> / Stamina : 76.35% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.47 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 20.05 / currPosition : <976.38, 0.50> / Stamina : 76.50% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 20.00 / defaultTarget(m/s) : 19.05 / spurtTarget(m/s) : 19.29 / currPosition : <975.29, 0.50> / Stamina : 79.00% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1040
 1 :           페니 레인 - targetSpeed(m/s) : 19.96 / defaultTarget(m/s) : 19.19 / spurtTarget(m/s) : 21.62 / currPosition : <1056.71, 0.50> / Stamina : 76.91% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.56 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.50 / currPosition : <1024.06, 0.50> / Stamina : 77.24% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.65 / defaultTarget(m/s) : 18.71 / spurtTarget(m/s) : 20.43 / currPosition : <1022.19, 0.50> / Stamina : 77.02% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 20.32 / currPosition : <1004.21, 0.45> / Stamina : 74.56% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.13 / currPosition : <1000.83, 0.50> / Stamina : 76.74% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.06 / currPosition : <1000.57, 0.45> / Stamina : 76.72% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 19.97 / currPosition : <998.94, 0.45> / Stamina : 78.79% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :          래피드 스텝 - targetSpeed(m/s) : 19.35 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <995.67, 0.50> / Stamina : 76.10% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.52 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <995.65, 0.50> / Stamina : 75.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 19.93 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 19.29 / currPosition : <995.20, 0.50> / Stamina : 78.57% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1060
 1 :           페니 레인 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 19.15 / spurtTarget(m/s) : 21.62 / currPosition : <1076.62, 0.50> / Stamina : 76.47% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.50 / currPosition : <1043.59, 0.50> / Stamina : 76.83% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1041.74, 0.50> / Stamina : 76.61% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.32 / currPosition : <1024.64, 0.45> / Stamina : 74.09% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.53 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.13 / currPosition : <1021.27, 0.50> / Stamina : 76.27% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.06 / currPosition : <1021.01, 0.45> / Stamina : 76.25% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.42 / defaultTarget(m/s) : 19.45 / spurtTarget(m/s) : 19.97 / currPosition : <1019.35, 0.45> / Stamina : 78.33% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 19.29 / currPosition : <1015.08, 0.50> / Stamina : 78.14% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.37 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.05 / currPosition : <1014.94, 0.50> / Stamina : 75.71% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.47 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 20.05 / currPosition : <1014.94, 0.50> / Stamina : 75.56% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1080
 1 :           페니 레인 - targetSpeed(m/s) : 20.03 / defaultTarget(m/s) : 19.26 / spurtTarget(m/s) : 21.62 / currPosition : <1096.54, 0.50> / Stamina : 76.04% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.50 / currPosition : <1063.12, 0.50> / Stamina : 76.42% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.43 / currPosition : <1061.27, 0.50> / Stamina : 76.20% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.45 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.32 / currPosition : <1045.06, 0.45> / Stamina : 73.63% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.55 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 20.13 / currPosition : <1041.74, 0.50> / Stamina : 75.80% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.06 / currPosition : <1041.48, 0.45> / Stamina : 75.78% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.44 / spurtTarget(m/s) : 19.97 / currPosition : <1039.76, 0.45> / Stamina : 77.87% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.78 / defaultTarget(m/s) : 19.02 / spurtTarget(m/s) : 19.29 / currPosition : <1034.79, 0.50> / Stamina : 77.71% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.28 / defaultTarget(m/s) : 18.54 / spurtTarget(m/s) : 20.05 / currPosition : <1034.21, 0.50> / Stamina : 75.16% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :          래피드 스텝 - targetSpeed(m/s) : 19.52 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <1034.21, 0.50> / Stamina : 75.31% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1100
 1 :           페니 레인 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.22 / spurtTarget(m/s) : 21.62 / currPosition : <1116.46, 0.50> / Stamina : 75.61% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.50 / currPosition : <1082.68, 0.50> / Stamina : 76.01% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.57 / defaultTarget(m/s) : 18.64 / spurtTarget(m/s) : 20.43 / currPosition : <1080.81, 0.50> / Stamina : 75.79% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.54 / spurtTarget(m/s) : 20.32 / currPosition : <1065.47, 0.45> / Stamina : 73.16% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.13 / currPosition : <1062.20, 0.50> / Stamina : 75.33% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 20.06 / currPosition : <1061.91, 0.45> / Stamina : 75.32% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 19.97 / currPosition : <1060.16, 0.45> / Stamina : 77.41% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 19.29 / currPosition : <1054.50, 0.50> / Stamina : 77.29% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.51 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <1053.47, 0.50> / Stamina : 74.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.27 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1053.47, 0.50> / Stamina : 74.77% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False

◎Turn 1120
 1 :           페니 레인 - targetSpeed(m/s) : 20.03 / defaultTarget(m/s) : 19.25 / spurtTarget(m/s) : 21.62 / currPosition : <1136.39, 0.50> / Stamina : 75.17% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.50 / currPosition : <1102.20, 0.50> / Stamina : 75.60% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.43 / currPosition : <1100.34, 0.50> / Stamina : 75.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.32 / currPosition : <1085.90, 0.45> / Stamina : 72.69% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.13 / currPosition : <1082.64, 0.50> / Stamina : 74.86% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 20.06 / currPosition : <1082.35, 0.45> / Stamina : 74.85% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.51 / defaultTarget(m/s) : 19.53 / spurtTarget(m/s) : 19.97 / currPosition : <1080.57, 0.45> / Stamina : 76.95% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.72 / defaultTarget(m/s) : 18.96 / spurtTarget(m/s) : 19.29 / currPosition : <1074.20, 0.50> / Stamina : 76.87% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.27 / defaultTarget(m/s) : 18.53 / spurtTarget(m/s) : 20.05 / currPosition : <1072.73, 0.50> / Stamina : 74.52% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.52 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <1072.73, 0.50> / Stamina : 74.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1140
 1 :           페니 레인 - targetSpeed(m/s) : 19.98 / defaultTarget(m/s) : 19.21 / spurtTarget(m/s) : 21.62 / currPosition : <1156.30, 0.50> / Stamina : 74.74% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.57 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.50 / currPosition : <1121.76, 0.50> / Stamina : 75.19% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.58 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.43 / currPosition : <1119.87, 0.50> / Stamina : 74.97% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.50 / spurtTarget(m/s) : 20.32 / currPosition : <1106.33, 0.45> / Stamina : 72.23% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.51 / spurtTarget(m/s) : 20.13 / currPosition : <1103.10, 0.50> / Stamina : 74.39% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.47 / spurtTarget(m/s) : 20.06 / currPosition : <1102.79, 0.45> / Stamina : 74.38% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.44 / defaultTarget(m/s) : 19.46 / spurtTarget(m/s) : 19.97 / currPosition : <1100.99, 0.45> / Stamina : 76.49% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         위키드 웨스트 - targetSpeed(m/s) : 19.75 / defaultTarget(m/s) : 19.00 / spurtTarget(m/s) : 19.29 / currPosition : <1093.91, 0.50> / Stamina : 76.45% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 9 :          래피드 스텝 - targetSpeed(m/s) : 19.29 / defaultTarget(m/s) : 18.55 / spurtTarget(m/s) : 20.05 / currPosition : <1091.99, 0.50> / Stamina : 74.13% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
10 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.51 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <1091.98, 0.50> / Stamina : 73.98% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 1160
 1 :           페니 레인 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.22 / spurtTarget(m/s) : 21.62 / currPosition : <1176.23, 0.50> / Stamina : 74.30% / Phase : Middle / PositionKeep : paceUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.60 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.50 / currPosition : <1141.31, 0.50> / Stamina : 74.77% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.55 / defaultTarget(m/s) : 18.62 / spurtTarget(m/s) : 20.43 / currPosition : <1139.42, 0.50> / Stamina : 74.56% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 4 :       페트리코어 선샤워 - targetSpeed(m/s) : 20.46 / defaultTarget(m/s) : 19.48 / spurtTarget(m/s) : 20.32 / currPosition : <1126.77, 0.45> / Stamina : 71.76% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 5 :         트윈 페르소나 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.55 / spurtTarget(m/s) : 20.13 / currPosition : <1123.55, 0.50> / Stamina : 73.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 20.54 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 20.06 / currPosition : <1123.22, 0.45> / Stamina : 73.92% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 20.47 / defaultTarget(m/s) : 19.49 / spurtTarget(m/s) : 19.97 / currPosition : <1121.39, 0.45> / Stamina : 76.04% / Phase : Middle / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
